ensg.temp	genes.temp
ENSG00000064419.9	TNPO3
ENSG00000106028.6	SSBP1
ENSG00000168484.8	SFTPC
ENSG00000221914.4	PPP2R2A
ENSG00000133863.2	TEX15
ENSG00000133878.4	DUSP26
ENSG00000176907.3	C8orf4
ENSG00000169122.7	FAM110B
ENSG00000178125.10	PPP1R42
ENSG00000155100.6	OTUD6B
ENSG00000156482.6	RPL30
ENSG00000156509.9	FBXO43
ENSG00000147647.8	DPYS
ENSG00000170616.9	SCRT1
ENSG00000215126.6	CBWD7
ENSG00000232833.4	FAM27E3
ENSG00000136897.6	MRPL50
ENSG00000011454.12	RABGAP1
ENSG00000187024.9	PTRH1
ENSG00000106991.9	ENG
ENSG00000188483.6	IER5L
ENSG00000148303.12	RPL7A
ENSG00000130558.14	OLFM1
ENSG00000054148.13	PHPT1
ENSG00000150347.10	ARID5B
ENSG00000133678.9	TMEM254
ENSG00000204038.3	AL359195.1
ENSG00000138107.7	ACTR1A
ENSG00000165813.12	C10orf118
ENSG00000180176.10	TH
ENSG00000129757.8	CDKN1C
ENSG00000110321.11	EIF4G2
ENSG00000169519.15	METTL15
ENSG00000182255.6	KCNA4
ENSG00000135373.8	EHF
ENSG00000149136.3	SSRP1
ENSG00000166889.13	PATL1
ENSG00000068831.14	RASGRP2
ENSG00000110047.13	EHD1
ENSG00000149823.3	VPS51
ENSG00000174744.9	BRMS1
ENSG00000086848.10	ALG9
ENSG00000160613.8	PCSK7
ENSG00000166257.4	SCN3B
ENSG00000182934.7	SRPR
ENSG00000120457.7	KCNJ5
ENSG00000111206.8	FOXM1
ENSG00000110799.9	VWF
ENSG00000182326.10	C1S
ENSG00000060140.4	STYK1
ENSG00000273079.1	GRIN2B
ENSG00000139133.2	ALG10
ENSG00000167768.4	KRT1
ENSG00000172819.12	RARG
ENSG00000123338.8	NCKAP1L
ENSG00000139613.7	SMARCC2
ENSG00000133640.14	LRRIQ1
ENSG00000111145.3	ELK3
ENSG00000196091.8	MYBPC1
ENSG00000166111.5	SVOP
ENSG00000089009.11	RPL6
ENSG00000135094.6	SDS
ENSG00000150991.10	UBC
ENSG00000120690.9	ELF1
ENSG00000179636.10	TPPP2
ENSG00000092199.13	HNRNPC
ENSG00000258643.1	BCL2L2-PABPN1
ENSG00000197616.7	MYH6
ENSG00000100473.11	COCH
ENSG00000151322.14	NPAS3
ENSG00000100433.11	KCNK10
ENSG00000170270.4	C14orf142
ENSG00000176438.8	SYNE3
ENSG00000198752.5	CDC42BPB
ENSG00000134160.9	TRPM1
ENSG00000140287.6	HDC
ENSG00000183578.5	TNFAIP8L3
ENSG00000137776.12	SLTM
ENSG00000166797.6	FAM96A
ENSG00000157890.13	MEGF11
ENSG00000166426.7	CRABP1
ENSG00000181991.11	MRPS11
ENSG00000103495.9	MAZ
ENSG00000169221.9	TBC1D10B
ENSG00000156873.11	PHKG2
ENSG00000103160.7	HSDL1
ENSG00000129194.3	SOX15
ENSG00000087095.8	NLK
ENSG00000185862.5	EVI2B
ENSG00000108700.4	CCL8
ENSG00000141738.9	GRB7
ENSG00000167083.2	GNGT2
ENSG00000121060.10	TRIM25
ENSG00000154080.8	CHST9
ENSG00000134757.4	DSG3
ENSG00000101746.11	NOL4
ENSG00000186812.8	ZNF397
ENSG00000176225.8	RTTN
ENSG00000176619.6	LMNB2
ENSG00000130377.9	ACSBG2
ENSG00000142449.8	FBN3
ENSG00000196684.8	HSH2D
ENSG00000105671.7	DDX49
ENSG00000221946.3	FXYD7
ENSG00000104823.4	ECH1
ENSG00000090013.5	BLVRB
ENSG00000131116.7	ZNF428
ENSG00000177464.4	GPR4
ENSG00000126461.10	SCAF1
ENSG00000167755.9	KLK6
ENSG00000171425.5	ZNF581
ENSG00000152454.3	ZNF256
ENSG00000158014.10	SLC30A2
ENSG00000175707.7	C1orf172
ENSG00000142748.8	FCN3
ENSG00000025800.9	KPNA6
ENSG00000164011.13	ZNF691
ENSG00000137947.7	GTF2B
ENSG00000172031.6	EPHX4
ENSG00000203859.5	HSD3B2
ENSG00000136631.8	VPS45
ENSG00000132702.8	HAPLN2
ENSG00000143314.8	MRPL24
ENSG00000073756.7	PTGS2
ENSG00000196660.6	SLC30A10
ENSG00000119283.11	TRIM67
ENSG00000125780.11	TGM3
ENSG00000125843.6	AP5S1
ENSG00000125812.11	GZF1
ENSG00000054803.3	CBLN4
ENSG00000171695.6	C20orf201
ENSG00000155307.13	SAMSN1
ENSG00000243627.4	AP000322.53
ENSG00000183778.13	B3GALT5
ENSG00000171587.10	DSCAM
ENSG00000196431.3	CRYBA4
ENSG00000213888.2	AC005003.1
ENSG00000183530.9	PRR14L
ENSG00000150873.7	C2orf50
ENSG00000157856.6	DRC1
ENSG00000163793.8	DNAJC5G
ENSG00000138002.10	IFT172
ENSG00000221843.2	C2orf16
ENSG00000158019.16	BRE
ENSG00000057935.9	MTA3
ENSG00000143933.12	CALM2
ENSG00000085760.10	MTIF2
ENSG00000115392.7	FANCL
ENSG00000114993.11	RTKN
ENSG00000115446.7	UNC50
ENSG00000115718.13	PROC
ENSG00000163046.11	ANKRD30BL
ENSG00000115170.9	ACVR1
ENSG00000152256.9	PDK1
ENSG00000116030.12	SUMO1
ENSG00000118231.4	CRYGD
ENSG00000115414.14	FN1
ENSG00000127837.5	AAMP
ENSG00000150995.13	ITPR1
ENSG00000198590.7	C3orf35
ENSG00000144655.10	CSRNP1
ENSG00000114268.7	PFKFB4
ENSG00000173389.11	IQCF1
ENSG00000163421.4	PROK2
ENSG00000151576.6	QTRTD1
ENSG00000144840.4	RABL3
ENSG00000183624.9	HMCES
ENSG00000221972.2	C3orf36
ENSG00000163898.5	LIPH
ENSG00000163923.5	RPL39L
ENSG00000182899.10	RPL35A
ENSG00000163394.5	CCKAR
ENSG00000128050.4	PAICS
ENSG00000173597.4	SULT1B1
ENSG00000156140.4	ADAMTS3
ENSG00000081051.3	AFP
ENSG00000153404.9	PLEKHG4B
ENSG00000113460.8	BRIX1
ENSG00000168685.10	IL7R
ENSG00000067113.12	PPAP2A
ENSG00000152670.14	DDX4
ENSG00000178394.3	HTR1A
ENSG00000145740.14	SLC30A5
ENSG00000164402.9	SEPT8
ENSG00000204962.4	PCDHA8
ENSG00000132911.4	NMUR2
ENSG00000168994.9	PXDC1
ENSG00000112273.5	HDGFL1
ENSG00000204421.2	LY6G6C
ENSG00000204256.8	BRD2
ENSG00000124762.9	CDKN1A
ENSG00000226976.1	COX6A1P2
ENSG00000112559.9	MDFI
ENSG00000181577.11	C6orf223
ENSG00000146143.13	PRIM2
ENSG00000112280.11	COL9A1
ENSG00000185760.11	KCNQ5
ENSG00000118418.10	HMGN3
ENSG00000184486.7	POU3F2
ENSG00000047936.6	ROS1
ENSG00000146352.8	CLVS2
ENSG00000135604.9	STX11
ENSG00000177688.5	SUMO4
ENSG00000225683.1	AL078585.1
ENSG00000060762.14	MPC1
ENSG00000106588.6	PSMA2
ENSG00000196652.7	ZKSCAN5
ENSG00000128606.8	LRRC17
ENSG00000091704.5	CPA1
ENSG00000146963.13	C7orf55-LUC7L2
ENSG00000127412.2	TRPV5
ENSG00000012232.4	EXTL3
ENSG00000170791.13	CHCHD7
ENSG00000104413.11	ESRP1
ENSG00000132294.9	EFR3A
ENSG00000181790.6	BAI1
ENSG00000147883.9	CDKN2B
ENSG00000119125.12	GDA
ENSG00000165023.5	DIRAS2
ENSG00000119402.12	FBXW2
ENSG00000167094.11	TTC16
ENSG00000197694.9	SPTAN1
ENSG00000148308.13	GTF3C5
ENSG00000267206.1	LCN6
ENSG00000165732.8	DDX21
ENSG00000122884.8	P4HA1
ENSG00000152782.12	PANK1
ENSG00000177105.9	RHOG
ENSG00000176029.9	C11orf16
ENSG00000185238.8	PRMT3
ENSG00000165970.7	SLC6A5
ENSG00000121671.7	CRY2
ENSG00000214787.4	MS4A4E
ENSG00000124939.4	SCGB2A1
ENSG00000168003.12	SLC3A2
ENSG00000167771.5	RCOR2
ENSG00000174996.7	KLC2
ENSG00000162105.12	SHANK2
ENSG00000137478.10	FCHSD2
ENSG00000165325.9	CCDC67
ENSG00000134954.10	ETS1
ENSG00000110848.4	CD69
ENSG00000029153.10	ARNTL2
ENSG00000151229.8	SLC2A13
ENSG00000167548.10	KMT2D
ENSG00000170653.14	ATF7
ENSG00000175197.6	DDIT3
ENSG00000257594.2	GALNT4
ENSG00000132952.7	USPL1
ENSG00000136110.8	LECT1
ENSG00000134900.7	TPP2
ENSG00000100934.10	SEC23A
ENSG00000168175.10	MAPK1IP1L
ENSG00000070778.8	PTPN21
ENSG00000184986.6	TMEM121
ENSG00000166887.11	VPS39
ENSG00000140488.10	CELF6
ENSG00000184254.12	ALDH1A3
ENSG00000175646.3	PRM1
ENSG00000102870.4	ZNF629
ENSG00000156885.4	COX6A2
ENSG00000121270.11	ABCC11
ENSG00000159398.11	CES5A
ENSG00000205358.3	MT1H
ENSG00000141098.8	GFOD2
ENSG00000172137.14	CALB2
ENSG00000224470.3	ATXN1L
ENSG00000158545.11	ZC3H18
ENSG00000126860.7	EVI2A
ENSG00000161381.9	PLXDC1
ENSG00000131759.13	RARA
ENSG00000175155.4	YPEL2
ENSG00000075429.4	CACNG5
ENSG00000134769.17	DTNA
ENSG00000187773.7	FAM69C
ENSG00000181588.15	MEX3D
ENSG00000187650.3	VMAC
ENSG00000076984.13	MAP2K7
ENSG00000196110.3	ZNF699
ENSG00000008441.12	NFIX
ENSG00000205246.4	RPSAP58
ENSG00000160570.9	DEDD2
ENSG00000167378.4	IRGQ
ENSG00000189114.6	BLOC1S3
ENSG00000197380.6	DACT3
ENSG00000160318.2	CLDND2
ENSG00000189409.8	MMP23B
ENSG00000183888.4	C1orf64
ENSG00000188910.7	GJB3
ENSG00000126067.7	PSMB2
ENSG00000116981.3	NT5C1A
ENSG00000171492.10	LRRC8D
ENSG00000069702.6	TGFBR3
ENSG00000117543.15	DPH5
ENSG00000162641.14	AKNAD1
ENSG00000134250.13	NOTCH2
ENSG00000159409.10	CELF3
ENSG00000176444.14	CLK2
ENSG00000163374.15	YY1AP1
ENSG00000203724.6	C1orf53
ENSG00000159176.9	CSRP1
ENSG00000159388.5	BTG2
ENSG00000136634.5	IL10
ENSG00000117625.9	RCOR3
ENSG00000125813.9	PAX1
ENSG00000101400.5	SNTA1
ENSG00000131051.16	RBM39
ENSG00000198276.9	UCKL1
ENSG00000159216.14	RUNX1
ENSG00000100060.13	MFNG
ENSG00000128310.2	GALR3
ENSG00000187051.4	RPS19BP1
ENSG00000188064.5	WNT7B
ENSG00000243147.3	MRPL33
ENSG00000162961.9	DPY30
ENSG00000115760.9	BIRC6
ENSG00000115363.9	EVA1A
ENSG00000168890.9	TMEM150A
ENSG00000121152.5	NCAPH
ENSG00000168758.6	SEMA4C
ENSG00000144119.3	C1QL2
ENSG00000163075.8	PCDP1
ENSG00000065548.13	ZC3H15
ENSG00000198612.6	COPS8
ENSG00000151093.3	OXSM
ENSG00000172888.7	ZNF621
ENSG00000163823.3	CCR1
ENSG00000088543.10	C3orf18
ENSG00000157388.9	CACNA1D
ENSG00000169379.11	ARL13B
ENSG00000163848.14	ZNF148
ENSG00000175792.7	RUVBL1
ENSG00000163558.8	PRKCI
ENSG00000121853.3	GHSR
ENSG00000243449.2	C4orf48
ENSG00000109743.6	BST1
ENSG00000180613.6	GSX2
ENSG00000138768.10	USO1
ENSG00000151014.4	CCRN4L
ENSG00000164163.6	ABCE1
ENSG00000151623.10	NR3C2
ENSG00000145451.8	GLRA3
ENSG00000151718.11	WWC2
ENSG00000145632.10	PLK2
ENSG00000152413.10	HOMER1
ENSG00000247121.2	CTD-2260A17.2
ENSG00000204569.5	PPP1R10
ENSG00000096070.15	BRPF3
ENSG00000137204.10	SLC22A7
ENSG00000065615.9	CYB5R4
ENSG00000168438.10	CDC40
ENSG00000131016.12	AKAP12
ENSG00000181472.4	ZBTB2
ENSG00000169402.11	RSPH10B2
ENSG00000106591.3	MRPL32
ENSG00000106631.4	MYL7
ENSG00000164744.8	SUN3
ENSG00000198742.5	SMURF1
ENSG00000160862.8	AZGP1
ENSG00000258227.2	CLEC5A
ENSG00000170265.7	ZNF282
ENSG00000255046.1	RP11-297N6.4
ENSG00000171428.9	NAT1
ENSG00000061337.11	LZTS1
ENSG00000156687.6	UNC5D
ENSG00000104755.10	ADAM2
ENSG00000137547.4	MRPL15
ENSG00000253379.1	RP11-1102P16.1
ENSG00000104325.2	DECR1
ENSG00000176406.16	RIMS2
ENSG00000147799.7	ARHGAP39
ENSG00000120235.3	IFNA6
ENSG00000107175.6	CREB3
ENSG00000186354.6	C9orf47
ENSG00000095380.10	NANS
ENSG00000204365.2	C10orf126
ENSG00000120616.11	EPC1
ENSG00000229644.4	NAMPTL
ENSG00000196865.4	NHLRC2
ENSG00000188816.3	HMX2
ENSG00000180745.4	CLRN3
ENSG00000006611.11	USH1C
ENSG00000165923.11	AGBL2
ENSG00000173465.3	SSSCA1
ENSG00000175592.4	FOSL1
ENSG00000149357.5	LAMTOR1
ENSG00000172375.8	C2CD2L
ENSG00000198331.6	HYLS1
ENSG00000197614.6	MFAP5
ENSG00000246705.3	H2AFJ
ENSG00000139154.10	AEBP2
ENSG00000214700.5	C12orf71
ENSG00000172640.2	OR10AD1
ENSG00000172602.5	RND1
ENSG00000139549.2	DHH
ENSG00000135446.12	CDK4
ENSG00000183273.2	CCDC60
ENSG00000165566.11	AMER2
ENSG00000133115.7	STOML3
ENSG00000080618.9	CPB2
ENSG00000139737.17	SLAIN1
ENSG00000184302.6	SIX6
ENSG00000139973.11	SYT16
ENSG00000100558.4	PLEK2
ENSG00000100600.10	LGMN
ENSG00000137825.6	ITPKA
ENSG00000238244.2	GABARAPL3
ENSG00000185883.6	ATP6V0C
ENSG00000140992.14	PDPK1
ENSG00000131652.9	THOC6
ENSG00000103184.7	SEC14L5
ENSG00000167194.3	C16orf92
ENSG00000205220.7	PSMB10
ENSG00000157423.13	HYDIN
ENSG00000141456.10	PELP1
ENSG00000126653.11	NSRP1
ENSG00000125691.8	RPL23
ENSG00000171532.4	NEUROD2
ENSG00000136451.4	VEZF1
ENSG00000141376.16	BCAS3
ENSG00000132470.9	ITGB4
ENSG00000169718.13	DUS1L
ENSG00000167476.6	JSRP1
ENSG00000178531.4	CTXN1
ENSG00000196361.5	ELAVL3
ENSG00000004776.7	HSPB6
ENSG00000105254.7	TBCB
ENSG00000188283.7	ZNF383
ENSG00000104881.10	PPP1R13L
ENSG00000105467.4	SYNGR4
ENSG00000187116.9	LILRA5
ENSG00000197487.4	GALP
ENSG00000142621.15	FHAD1
ENSG00000173369.11	C1QB
ENSG00000117616.13	C1orf63
ENSG00000162511.7	LAPTM5
ENSG00000092853.9	CLSPN
ENSG00000197587.6	DMBX1
ENSG00000162456.5	KNCN
ENSG00000117859.14	OSBPL9
ENSG00000116652.5	DLEU2L
ENSG00000184588.13	PDE4B
ENSG00000162595.4	DIRAS3
ENSG00000269175.1	AC093157.1
ENSG00000143171.8	RXRG
ENSG00000197965.7	MPZL1
ENSG00000143164.11	DCAF6
ENSG00000159173.14	TNNI1
ENSG00000260903.2	XKR7
ENSG00000124194.11	GDAP1L1
ENSG00000087589.12	CASS4
ENSG00000160193.7	WDR4
ENSG00000272268.1	FLJ30594
ENSG00000184261.4	KCNK12
ENSG00000115507.5	OTX1
ENSG00000115307.12	AUP1
ENSG00000187944.2	C2orf66
ENSG00000119042.12	SATB2
ENSG00000157020.13	SEC13
ENSG00000170293.4	CMTM8
ENSG00000180929.4	GPR62
ENSG00000164086.8	DUSP7
ENSG00000155903.7	RASA2
ENSG00000163645.10	FAM194A
ENSG00000145192.8	AHSG
ENSG00000197386.6	HTT
ENSG00000048342.11	CC2D2A
ENSG00000109805.5	NCAPG
ENSG00000132466.13	ANKRD17
ENSG00000138674.12	SEC31A
ENSG00000163106.6	HPGDS
ENSG00000145414.4	NAF1
ENSG00000142319.14	SLC6A3
ENSG00000145491.7	ROPN1L
ENSG00000120738.7	EGR1
ENSG00000146414.11	SHPRH
ENSG00000112539.10	C6orf118
ENSG00000164651.12	SP8
ENSG00000180233.9	ZNRF2
ENSG00000105778.13	AVL9
ENSG00000160813.2	PPP1R35
ENSG00000185955.4	C7orf61
ENSG00000169871.8	TRIM56
ENSG00000164898.8	C7orf55
ENSG00000064393.11	HIPK2
ENSG00000164690.3	SHH
ENSG00000104635.9	SLC39A14
ENSG00000147421.13	HMBOX1
ENSG00000165066.11	NKX6-3
ENSG00000164949.3	GEM
ENSG00000170881.4	RNF139
ENSG00000136997.10	MYC
ENSG00000204788.3	CR769776.1
ENSG00000165115.10	KIF27
ENSG00000165025.10	SYK
ENSG00000148123.10	LPPR1
ENSG00000106952.3	TNFSF8
ENSG00000188394.6	GPR21
ENSG00000136807.7	CDK9
ENSG00000134461.11	ANKRD16
ENSG00000185267.5	CDNF
ENSG00000168283.9	BMI1
ENSG00000099256.14	PRTFDC1
ENSG00000148459.11	PDSS1
ENSG00000150275.13	PCDH15
ENSG00000108055.9	SMC3
ENSG00000186795.1	KCNK18
ENSG00000158077.4	NLRP14
ENSG00000162227.3	TAF6L
ENSG00000086827.4	ZW10
ENSG00000111726.8	CMAS
ENSG00000181929.7	PRKAG1
ENSG00000110844.9	PRPF40B
ENSG00000123395.10	C12orf44
ENSG00000135392.11	DNAJC14
ENSG00000065357.15	DGKA
ENSG00000135473.10	PAN2
ENSG00000061987.10	MON2
ENSG00000139350.7	NEDD1
ENSG00000111252.6	SH2B3
ENSG00000204842.10	ATXN2
ENSG00000151952.10	TMEM132D
ENSG00000092054.12	MYH7
ENSG00000140057.4	AK7
ENSG00000066735.10	KIF26A
ENSG00000159459.7	UBR1
ENSG00000069956.7	MAPK6
ENSG00000180304.10	OAZ2
ENSG00000149925.12	ALDOA
ENSG00000169900.3	PYDC1
ENSG00000070729.9	CNGB1
ENSG00000103005.7	USB1
ENSG00000179776.13	CDH5
ENSG00000213859.3	KCTD11
ENSG00000141298.13	SSH2
ENSG00000108878.3	CACNG1
ENSG00000108984.9	MAP2K6
ENSG00000169727.8	GPS1
ENSG00000099812.6	MISP
ENSG00000066044.9	ELAVL1
ENSG00000171777.11	RASGRP4
ENSG00000183760.6	PAPL
ENSG00000105205.6	CLC
ENSG00000118160.9	SLC8A2
ENSG00000105063.14	PPP6R1
ENSG00000179909.11	ZNF154
ENSG00000130724.4	CHMP2A
ENSG00000196581.6	AJAP1
ENSG00000117298.10	ECE1
ENSG00000127423.6	AUNIP
ENSG00000181773.6	GPR3
ENSG00000116478.7	HDAC1
ENSG00000116871.11	MAP7D1
ENSG00000185104.15	FAF1
ENSG00000162385.6	MAGOH
ENSG00000058799.9	YIPF1
ENSG00000172410.4	INSL5
ENSG00000036549.8	ZZZ3
ENSG00000143553.6	SNAPIN
ENSG00000163263.6	C1orf189
ENSG00000143222.7	UFC1
ENSG00000163395.12	IGFN1
ENSG00000162813.13	BPNT1
ENSG00000189181.3	OR14I1
ENSG00000125878.4	TCF15
ENSG00000125861.10	GFRA4
ENSG00000132664.7	POLR3F
ENSG00000101162.3	TUBB1
ENSG00000175894.10	TSPEAR
ENSG00000100084.10	HIRA
ENSG00000187045.12	TMPRSS6
ENSG00000100311.12	PDGFB
ENSG00000119820.6	YIPF4
ENSG00000163001.7	CCDC104
ENSG00000135636.9	DYSF
ENSG00000115282.15	TTC31
ENSG00000185674.5	LYG2
ENSG00000115598.5	IL1RL2
ENSG00000115290.5	GRB14
ENSG00000155636.10	RBM45
ENSG00000144579.3	CTDSP1
ENSG00000135902.5	CHRND
ENSG00000130561.12	SAG
ENSG00000163719.14	MTMR14
ENSG00000178057.10	NDUFAF3
ENSG00000164077.9	MON1A
ENSG00000090097.16	PCBP4
ENSG00000114455.9	HHLA2
ENSG00000144827.4	ABHD10
ENSG00000240682.5	ISY1
ENSG00000244405.3	ETV5
ENSG00000214097.4	SMCO1
ENSG00000170871.7	KIAA0232
ENSG00000113387.7	SUB1
ENSG00000152611.7	CAPSL
ENSG00000225940.1	AC022431.2
ENSG00000268942.1	CKS1B
ENSG00000186105.7	LRRC70
ENSG00000186479.4	RGS7BP
ENSG00000164211.8	STARD4
ENSG00000125347.9	IRF1
ENSG00000251664.2	PCDHA12
ENSG00000072571.15	HMMR
ENSG00000185130.4	HIST1H2BL
ENSG00000204472.8	AIF1
ENSG00000187772.6	LIN28B
ENSG00000085511.15	MAP3K4
ENSG00000164500.6	C7orf72
ENSG00000177679.14	SRRM3
ENSG00000075213.6	SEMA3A
ENSG00000173114.8	LRRN3
ENSG00000164743.4	C8orf48
ENSG00000104722.9	NEFM
ENSG00000104765.10	BNIP3L
ENSG00000104371.4	DKK4
ENSG00000172680.1	MOS
ENSG00000261787.1	TCF24
ENSG00000121022.9	COPS5
ENSG00000164951.11	PDP1
ENSG00000186106.7	ANKRD46
ENSG00000104447.7	TRPS1
ENSG00000172172.3	MRPL13
ENSG00000104537.12	ANXA13
ENSG00000184489.7	PTP4A3
ENSG00000160973.7	FOXH1
ENSG00000155158.16	TTC39B
ENSG00000204711.4	C9orf135
ENSG00000136750.7	GAD2
ENSG00000107758.11	PPP3CB
ENSG00000107796.8	ACTA2
ENSG00000095596.7	CYP26A1
ENSG00000185933.6	CALHM1
ENSG00000133794.13	ARNTL
ENSG00000165973.13	NELL1
ENSG00000148948.3	LRRC4C
ENSG00000149016.11	TUT1
ENSG00000149742.5	SLC22A9
ENSG00000152402.6	GUCY1A2
ENSG00000139180.6	NDUFA9
ENSG00000185610.6	DBX2
ENSG00000129315.5	CCNT1
ENSG00000175215.5	CTDSP2
ENSG00000102524.7	TNFSF13B
ENSG00000092010.10	PSME1
ENSG00000100916.9	BRMS1L
ENSG00000136327.6	NKX2-8
ENSG00000179454.9	KLHL28
ENSG00000100628.7	ASB2
ENSG00000103995.9	CEP152
ENSG00000213614.5	HEXA
ENSG00000167202.7	TBC1D2B
ENSG00000167968.8	DNASE1L2
ENSG00000172382.5	PRSS27
ENSG00000134419.11	RPS15A
ENSG00000141480.13	ARRB2
ENSG00000141052.13	MYOCD
ENSG00000179761.7	PIPOX
ENSG00000126861.4	OMG
ENSG00000161682.10	FAM171A2
ENSG00000136450.8	SRSF1
ENSG00000265096.1	C1QTNF1-AS1
ENSG00000169710.6	FASN
ENSG00000167306.14	MYO5B
ENSG00000177511.5	ST8SIA3
ENSG00000167654.13	ATCAY
ENSG00000088247.11	KHSRP
ENSG00000142453.7	CARM1
ENSG00000105610.4	KLF1
ENSG00000123146.15	CD97
ENSG00000130204.8	TOMM40
ENSG00000178229.7	ZNF543
ENSG00000187017.10	ESPN
ENSG00000134644.11	PUM1
ENSG00000123472.8	ATPAF1
ENSG00000196505.6	GDAP2
ENSG00000163209.10	SPRR3
ENSG00000143612.14	C1orf43
ENSG00000143590.9	EFNA3
ENSG00000117036.7	ETV3
ENSG00000177807.6	KCNJ10
ENSG00000162888.4	C1orf147
ENSG00000143469.12	SYT14
ENSG00000143632.10	ACTA1
ENSG00000088812.13	ATRN
ENSG00000088766.7	CRLS1
ENSG00000158445.7	KCNB1
ENSG00000124172.5	ATP5E
ENSG00000167074.10	TEF
ENSG00000143870.8	PDIA6
ENSG00000119777.14	TMEM214
ENSG00000138080.9	EMILIN1
ENSG00000171150.7	SOCS5
ENSG00000169564.5	PCBP1
ENSG00000135625.6	EGR4
ENSG00000172023.3	REG1B
ENSG00000115008.5	IL1A
ENSG00000152102.13	FAM168B
ENSG00000217236.1	SP9
ENSG00000153827.9	TRIP12
ENSG00000171551.7	ECEL1
ENSG00000206557.5	TRIM71
ENSG00000221883.2	ARIH2OS
ENSG00000163637.7	PRICKLE2
ENSG00000153002.7	CPB1
ENSG00000120742.6	SERP1
ENSG00000157869.10	RAB28
ENSG00000163312.6	HELQ
ENSG00000174599.4	TRAM1L1
ENSG00000134061.4	CD180
ENSG00000164180.9	TMEM161B
ENSG00000173250.2	GPR151
ENSG00000113657.8	DPYSL3
ENSG00000082515.12	MRPL22
ENSG00000145912.4	NHP2
ENSG00000204475.5	NCR3
ENSG00000204394.8	VARS
ENSG00000137252.5	HCRTR2
ENSG00000255633.3	MTRNR2L9
ENSG00000057663.8	ATG5
ENSG00000136297.10	MMD2
ENSG00000146676.5	PURB
ENSG00000130305.12	NSUN5
ENSG00000196411.5	EPHB4
ENSG00000146802.8	TMEM168
ENSG00000185053.8	SGCZ
ENSG00000168078.5	PBK
ENSG00000165046.8	LETM2
ENSG00000133742.9	CA1
ENSG00000104267.5	CA2
ENSG00000198610.6	AKR1C4
ENSG00000107968.5	MAP3K8
ENSG00000170759.10	KIF5B
ENSG00000186807.9	ANXA8L2
ENSG00000204049.1	AL391421.1
ENSG00000224474.2	AL355490.1
ENSG00000203837.4	PNLIPRP3
ENSG00000166444.13	ST5
ENSG00000198730.3	CTR9
ENSG00000269570.1	AP001350.1
ENSG00000168539.3	CHRM1
ENSG00000182450.8	KCNK4
ENSG00000172977.8	KAT5
ENSG00000174516.10	PELI3
ENSG00000255798.1	RP11-817J15.3
ENSG00000137747.10	TMPRSS13
ENSG00000111732.6	AICDA
ENSG00000205420.6	KRT6A
ENSG00000135409.6	AMHR2
ENSG00000198353.6	HOXC4
ENSG00000120802.9	TMPO
ENSG00000183395.4	PMCH
ENSG00000174527.5	MYO1H
ENSG00000184992.10	BRI3BP
ENSG00000269676.1	MUC8
ENSG00000165572.6	KBTBD6
ENSG00000102753.5	KPNA3
ENSG00000139797.7	RNF113B
ENSG00000181562.2	EDDM3A
ENSG00000181552.3	EDDM3B
ENSG00000157227.8	MMP14
ENSG00000185246.13	PRPF39
ENSG00000213463.3	SYNJ2BP
ENSG00000186910.3	SERPINA11
ENSG00000127152.13	BCL11B
ENSG00000213145.5	CRIP1
ENSG00000104044.11	OCA2
ENSG00000137812.15	CASC5
ENSG00000242028.1	HYPK
ENSG00000171877.15	FRMD5
ENSG00000104131.8	EIF3J
ENSG00000104064.12	GABPB1
ENSG00000170236.10	USP50
ENSG00000157450.11	RNF111
ENSG00000225362.4	CT62
ENSG00000103152.7	MPG
ENSG00000167971.14	CASKIN1
ENSG00000167967.11	E4F1
ENSG00000005001.5	PRSS22
ENSG00000122304.6	PRM2
ENSG00000013364.14	MVP
ENSG00000099364.12	FBXL19
ENSG00000103490.13	PYCARD
ENSG00000140798.11	ABCC12
ENSG00000205250.4	E2F4
ENSG00000102901.8	CENPT
ENSG00000103061.7	SLC7A6OS
ENSG00000196436.7	NPIPB15
ENSG00000072849.6	DERL2
ENSG00000178921.9	PFAS
ENSG00000141040.10	ZNF287
ENSG00000072210.14	ALDH3A2
ENSG00000173065.9	FAM222B
ENSG00000205045.4	SLFN12L
ENSG00000073861.2	TBX21
ENSG00000167183.2	PRR15L
ENSG00000215644.5	GCGR
ENSG00000206432.4	TMEM200C
ENSG00000178127.8	NDUFV2
ENSG00000141873.6	SLC39A3
ENSG00000156413.9	FUT6
ENSG00000229833.5	PET100
ENSG00000090339.4	ICAM1
ENSG00000171223.4	JUNB
ENSG00000104907.8	TRMT1
ENSG00000121297.6	TSHZ3
ENSG00000126261.8	UBA2
ENSG00000188505.4	NCCRP1
ENSG00000176401.5	EID2B
ENSG00000170608.2	FOXA3
ENSG00000177202.1	SPACA4
ENSG00000161681.11	SHANK1
ENSG00000142513.4	ACPT
ENSG00000105568.13	PPP2R1A
ENSG00000167554.10	ZNF610
ENSG00000240403.1	KIR3DL2
ENSG00000189430.8	NCR1
ENSG00000179709.4	NLRP8
ENSG00000160087.16	UBE2J2
ENSG00000205116.3	TMEM88B
ENSG00000078369.13	GNB1
ENSG00000130772.9	MED18
ENSG00000066135.8	KDM4A
ENSG00000116704.6	SLC35D1
ENSG00000060718.14	COL11A1
ENSG00000196427.9	NBPF4
